,Title,Published,Channel,Views,Likes,Comments,Shares,Description,Tags,Captions,Duration,Default Language
205,Anthropic's Dario Amodei on the Risks of Enormous A.I. Spending,2025-12-05T00:00:31Z,The New York Times,28300,326,12,,"Are we overspending on A.I.? Andrew Ross Sorkin posed this question to Dario Amodei at the 2025 DealBook Summit.

Amodei, the chief executive of Anthropic, which makes the online A.I. chatbot Claude, acknowledged that the enormous amounts of spending could come back to haunt at least some A.I. companies. “On the economic side, I have my concerns that even if the technology is really powerful and fulfills all its promises, I think that with some players in the ecosystem, if they get it off by a little bit, bad things could happen,” he said. Amodei’s chief rival, the OpenAI chief executive Sam Altman, made similar warnings this fall.
----------
Guest: Dario Amodei, C.E.O. and Co-Founder of Anthropic
Interviewer: Andrew Ross Sorkin, Founder and Editor at Large of DealBook","['anthropic ceo', 'anthropic ceo interview', 'dario amodei', 'dario amodei interview', 'ai bubble', 'ai spending', 'dealbook summit', 'andrew ross sorkin']",false,PT1M15S,en
206,Anthropic's Dario Amodei on the Risks of Enormous A.I. Spending,2025-12-05T00:00:31Z,The New York Times,28300,326,12,,"Are we overspending on A.I.? Andrew Ross Sorkin posed this question to Dario Amodei at the 2025 DealBook Summit.

Amodei, the chief executive of Anthropic, which makes the online A.I. chatbot Claude, acknowledged that the enormous amounts of spending could come back to haunt at least some A.I. companies. “On the economic side, I have my concerns that even if the technology is really powerful and fulfills all its promises, I think that with some players in the ecosystem, if they get it off by a little bit, bad things could happen,” he said. Amodei’s chief rival, the OpenAI chief executive Sam Altman, made similar warnings this fall.
----------
Guest: Dario Amodei, C.E.O. and Co-Founder of Anthropic
Interviewer: Andrew Ross Sorkin, Founder and Editor at Large of DealBook","['anthropic ceo', 'anthropic ceo interview', 'dario amodei', 'dario amodei interview', 'ai bubble', 'ai spending', 'dealbook summit', 'andrew ross sorkin']",false,PT1M15S,en
207,How JPMorgan Financed Jeffrey Epstein,2025-09-08T14:30:47Z,The New York Times,629064,34515,1462,,"When most people think about Jeffrey Epstein, they think of a sexual-abuse scandal. But it’s also a financial scandal — one in which JPMorgan, the nation’s largest bank, not only enabled Epstein’s sex-trafficking operation but also enriched him while reaping profits for itself. Matthew Goldstein, and a team of other Times journalists, combed through combed through 13,000 documents to explain why. 

Video by Matthew Goldstein, Gabriel Blanco and June Kim/The New York Times

Read the story here: https://nyti.ms/4njeCIP
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['jeffrey epstein', 'jp morgan', 'jpmorgan', 'jp morgan chase', 'jpmorgan chase', 'jp morgan chase bank', 'epstein scandal', 'jes staley', 'jamie dimon', 'highbridge', 'sex abuse', 'corporate baking', 'jp morgan investment banking', 'jp morgan wealth management', 'ghislaine maxwell', 'jpmorgan chase bank', 'banking', 'investigation', 'investigative journalism', 'the new york times', 'new york times', 'new york times video', 'nyt video', 'nytimes', 'news', 'nyt shorts', 'nyt']",false,PT3M,en
208,Bezos Wedding Divides Venice as Festivities Kick Off,2025-06-26T17:00:33Z,The New York Times,45062,759,136,,"This week, Jeff Bezos, the founder of Amazon and one of the world’s richest men, is set to marry Lauren Sánchez, a former TV reporter, in Venice, Italy, where some locals are upset about the event. #Venice #wedding 

Read the story here: https://nyti.ms/4loocJt
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['bezos wedding', 'jeff bezos', 'jeff bezos news', 'amazon news', 'lauren sanchez', 'jeff bezos wife', 'venice', 'venice news', 'italy news', 'ivanka trump', 'greenpeace', 'protests', 'the new york times', 'new york times video', 'nyt video', 'nytimes', 'news', 'nyt shorts', 'nyt']",false,PT1M40S,en
209,All-Female Celebrity Crew Launches Into Space,2025-04-14T21:31:00Z,The New York Times,50224,469,134,,"A crew of six women — including Gayle King and Katy Perry — made a brief trip into space on Monday on a flight operated by Jeff Bezos’ private company, Blue Origin. It was the first time an all-female crew had been to space since 1963. 

Read the story here: https://nyti.ms/4jSdVon
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['katy perry', 'blue origin female crew', 'blue origin', 'blue origin launch', 'jeff bezos', 'katy perry in space', 'gayle king going to space', 'lauren sanchez', 'new shepard rocket', 'space tourism', 'the new york times', 'new york times video', 'nytvideo', 'news', 'nyt shorts', 'nytimes']",false,PT55S,en
210,Cities’ Bizarre Bids to Be Amazon’s New Home | NYT News,2018-01-20T00:00:01Z,The New York Times,11682,160,13,,"In seeking a home for its second headquarters, Amazon winnowed a list of 238 candidates to 20 finalists, including Atlanta, Nashville and Miami.

Read the story here: https://www.nytimes.com/2018/01/18/technology/cities-amazon-headquarters.html

More from The New York Times Video: 
Subscribe: http://bit.ly/U8Ys7n
Watch all of our videos here: http://nytimes.com/video
Facebook: https://www.facebook.com/nytvideo
Twitter: https://twitter.com/nytvideo

----------

Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['amazon headquarters', 'amazon bids', 'amazon cities', 'candidates for amazon', 'where will amazon go', 'jeff bezos', 'bezos news', 'tech news', 'bizday', 'amazon news', 'silicon valley', 'amazon alexa', 'news', 'business', 'politics', 'new york times', 'the new york times', 'nytimes', 'nyt', 'the nytimes', 'the nyt']",true,PT1M23S,en
211,Inside Amazon's Social Rift | The New York Times,2015-08-20T21:12:51Z,The New York Times,5030,81,4,,"The recent New York Times article about Amazon inspired an unprecedented online conversation about workplace stress. Here are a few of the thousands of comments posted across the web.

Grab the embed code for this video at Times Video: http://nyti.ms/1U1doNr

Produced by: Aaron Byrd and Emily B. Hager

Read the story here: http://nyti.ms/1Nylygr

Subscribe to the Times Video newsletter for free and get a handpicked selection of the best videos from The New York Times every week: http://bit.ly/timesvideonewsletter

Subscribe on YouTube: http://bit.ly/U8Ys7n

Watch more videos at: http://nytimes.com/video

---------------------------------------------------------------

Want more from The New York Times?

Twitter: https://twitter.com/nytvideo

Instagram: http://instagram.com/nytvideo

Facebook: https://www.facebook.com/nytimes

Google+: https://plus.google.com/+nytimes

Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch. On YouTube.

Inside Amazon's Social Rift | The New York Times
http://www.youtube.com/user/TheNewYorkTimes","['The New York Times', 'NY Times', 'NYT', 'Times Video', 'nytimes.com', 'news', 'newspaper', 'feature', 'reporting', 'Amazon.com (Venture Funded Company)', 'amazon work culture', 'amazon workplace', 'amazon expose', 'amazon new york times', 'workplace stress', 'Jeff Bezos (Organization Leader)', 'amazon workplace culture', 'amazon employee', 'amazon prime']",false,PT1M44S,en
212,Jeff Bezos: Background on the Amazon Founder Who Bought The Washington Post | The New York Times,2013-08-06T11:20:46Z,The New York Times,11558,114,5,,"Jeffrey P. Bezos is the founder of Amazon.com. He has spent his career relying on steady growth but says he is ready to push The Post to compete in a changing online world.

Read the story here: http://nyti.ms/16wJqvd

Subscribe to the Times Video newsletter for free and get a handpicked selection of the best videos from The New York Times every week: http://bit.ly/timesvideonewsletter

Subscribe on YouTube: http://bit.ly/U8Ys7n

Watch more videos at: http://nytimes.com/video

---------------------------------------------------------------

Want more from The New York Times?

Twitter: https://twitter.com/nytvideo
        
Instagram: http://instagram.com/nytvideo

Facebook: https://www.facebook.com/nytimes

Google+: https://plus.google.com/+nytimes

Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch. On YouTube.

Jeff Bezos: Background on the Amazon Founder Who Bought The Washington Post
http://www.youtube.com/user/TheNewYorkTimes","['The Washington Post (Newspaper)', 'Newspaper (Industry)', 'Jeffrey P. Bezos (Billionaire)', 'jeff bezos', 'jeff bezos interview', 'jeff bezos princeton', 'jeff bezos documentary', 'jeff bezos amazon', 'jeff bezos biography', 'jeff bezos 2013', 'Amazon.com (Business Operation)', 'media', 'The New York Times (Newspaper)', 'NY Times', 'NYT', 'Times Video', 'nytimes.com', 'news', 'newspaper', 'feature', 'reporting']",false,PT2M36S,en
213,"Khamenei's son is like his father, maybe WORSE: Benjamin Hall",2026-03-10T07:30:33Z,Fox News,31186,681,359,,"Fox News senior correspondent Benjamin Hall discusses the son of the late Ayatollah Ali Khamenei being chosen as Iran’s new Supreme Leader and President Donald Trump’s recent call with Russian President Vladimir Putin on ‘Jesse Watters Primetime.’ #fox #media #breakingnews #us #usa #new #news #breaking #foxnews #jessewattersprimetime #iran #khamenei #trump #donaldtrump #putin #vladimirputin #russia #middleeast #world #politics #political #politicalnews #government #foreignpolicy #nationalsecurity 

Don’t just watch Fox News—be part of it. Become a Fox News Patriot today. https://youtube.com/foxnews/join

Subscribe to Fox News: https://bit.ly/2vBUvAS
Watch more Fox News Video: http://video.foxnews.com
Watch Fox News Channel Live: http://www.foxnewsgo.com/
Download the Fox News app: https://foxnews.onelink.me/xLDS/cd5yhg3o

FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre.

Watch full episodes of your favorite shows
The Five: https://www.foxnews.com/video/shows/the-five
Special Report with Bret Baier: https://www.foxnews.com/video/shows/special-report
Jesse Watters Primetime: https://www.foxnews.com/video/shows/jesse-watters-primetime
Hannity: https://www.foxnews.com/video/shows/hannity
The Ingraham Angle: https://www.foxnews.com/video/shows/ingraham-angle
Gutfeld!: https://www.foxnews.com/video/shows/gutfeld
Fox News @ Night: https://www.foxnews.com/video/shows/fox-news-night

Follow Fox News on Facebook: https://www.facebook.com/FoxNews/
Follow Fox News on X: https://x.com/foxnews
Follow Fox News on Instagram: https://www.instagram.com/foxnews/","['media', 'breaking news', 'usa', 'fox news channel', 'jesse watters primetime youtube', 'benjamin hall analysis', 'iran supreme leader transition', 'khamenei successor', 'trump putin call', 'russian diplomacy talks', 'middle east weapons stockpile', 'geopolitical tensions update', 'foreign policy strategy', 'global security concerns', 'presidential phone conversation']",true,PT5M7S,en
214,'ABUNDANCE FOR ALL': Musk says AI and robotics could play a key part around the world,2026-01-23T01:30:52Z,Fox News,50223,1526,233,,"Elon Musk says AI and robotics could play a key part in giving everyone around the world 'a very high standard of living,' but the billionaire cautions we all need to be 'very careful' with the breakthrough technologies. #fox #media #breakingnews #us #usa #new #news #breaking #foxnews #technology #ai #robotics #innovation #future #economy #global #elonmusk #elon #billionaire #science #automation


Subscribe to Fox News: https://bit.ly/2vBUvAS
Watch more Fox News Video: http://video.foxnews.com
Watch Fox News Channel Live: http://www.foxnewsgo.com/
Download the Fox News app: https://foxnews.onelink.me/xLDS/cd5yhg3o
Become a Fox News Patriot member! www.youtube.com/@FoxNews/join

FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre.

Watch full episodes of your favorite shows
The Five: https://www.foxnews.com/video/shows/the-five
Special Report with Bret Baier: https://www.foxnews.com/video/shows/special-report
Jesse Watters Primetime: https://www.foxnews.com/video/shows/jesse-watters-primetime
Hannity: https://www.foxnews.com/video/shows/hannity
The Ingraham Angle: https://www.foxnews.com/video/shows/ingraham-angle
Gutfeld!: https://www.foxnews.com/video/shows/gutfeld
Fox News @ Night: https://www.foxnews.com/video/shows/fox-news-night

Follow Fox News on Facebook: https://www.facebook.com/FoxNews/
Follow Fox News on X: https://x.com/foxnews
Follow Fox News on Instagram: https://www.instagram.com/foxnews/","['Fox News Channel', 'FNC', 'Fox News', 'News', 'Media', 'media', 'breaking news', 'usa', 'fox news channel', 'technology innovation', 'artificial intelligence', 'robotics development', 'global economy', 'future living standards', 'billionaire warning', 'emerging tech risks', 'automation impact', 'science advancement', 'economic growth', 'tech ethics']",false,PT49S,en
215,Sen Kennedy: May he ‘REST IN PIECES’,2026-03-05T03:45:01Z,Fox News,233054,5797,1168,,"Sen. John Kennedy, R-La., assesses the Trump administration’s decisive actions against Iran’s Islamic regime on ‘Hannity.’ #fox #media #breakingnews #us #usa #new #news #breaking #foxnews #hannity #politics #political #politicalnews #government #johnkennedy #iran #ayatollah #senate #foreignpolicy #conflict #nationalsecurity #war #middleeast

Don’t just watch Fox News—be part of it. Become a Fox News Patriot today. https://youtube.com/foxnews/join

Subscribe to Fox News: https://bit.ly/2vBUvAS
Watch more Fox News Video: http://video.foxnews.com
Watch Fox News Channel Live: http://www.foxnewsgo.com/
Download the Fox News app: https://foxnews.onelink.me/xLDS/cd5yhg3o

FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre.

Watch full episodes of your favorite shows
The Five: https://www.foxnews.com/video/shows/the-five
Special Report with Bret Baier: https://www.foxnews.com/video/shows/special-report
Jesse Watters Primetime: https://www.foxnews.com/video/shows/jesse-watters-primetime
Hannity: https://www.foxnews.com/video/shows/hannity
The Ingraham Angle: https://www.foxnews.com/video/shows/ingraham-angle
Gutfeld!: https://www.foxnews.com/video/shows/gutfeld
Fox News @ Night: https://www.foxnews.com/video/shows/fox-news-night

Follow Fox News on Facebook: https://www.facebook.com/FoxNews/
Follow Fox News on X: https://x.com/foxnews
Follow Fox News on Instagram: https://www.instagram.com/foxnews/","['Fox News Channel', 'FNC', 'Fox News', 'News', 'Media', 'breaking news', 'usa', 'hannity youtube', 'john kennedy iran remarks', 'ayatollah criticism', 'senate foreign policy debate', 'iran conflict analysis', 'us response to iran', 'middleeast tensions', 'national security commentary', 'republican senator perspective', 'geopolitical clash']",false,PT4M32S,en
216,'SHOCKING CASE': AI accused of being COMPLICIT in murder,2025-12-12T13:46:07Z,Fox News,28772,531,415,,"Jay Edelson, attorney for the victim’s estate, details a wrongful death lawsuit accusing OpenAI and Microsoft of worsening a man’s mental illness and helping drive a murder-suicide. #FoxNews #AI #ChatGPT #OpenAI #WrongfulDeath 

Don’t just watch Fox News—be part of it. Become a Fox News Patriot today. https://youtube.com/foxnews/join

Subscribe to Fox News: https://bit.ly/2vBUvAS
Watch more Fox News Video: http://video.foxnews.com
Watch Fox News Channel Live: http://www.foxnewsgo.com/
Download the Fox News app: https://foxnews.onelink.me/xLDS/cd5yhg3o

FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre.

Watch full episodes of your favorite shows
The Five: https://www.foxnews.com/video/shows/the-five
Special Report with Bret Baier: https://www.foxnews.com/video/shows/special-report
Jesse Watters Primetime: https://www.foxnews.com/video/shows/jesse-watters-primetime
Hannity: https://www.foxnews.com/video/shows/hannity
The Ingraham Angle: https://www.foxnews.com/video/shows/ingraham-angle
Gutfeld!: https://www.foxnews.com/video/shows/gutfeld
Fox News @ Night: https://www.foxnews.com/video/shows/fox-news-night

Follow Fox News on Facebook: https://www.facebook.com/FoxNews/
Follow Fox News on X: https://x.com/foxnews
Follow Fox News on Instagram: https://www.instagram.com/foxnews/","['AI', 'AI accused of fueling paranoia', 'AI safety and mass casualty fears', 'ChatGPT', 'ChatGPT murder suicide case', 'Microsoft', 'OpenAI', 'OpenAI wrongful death lawsuit', 'Suzanne Adams', 'chatbot put target on victim', 'dangerous AI companies responsibility', 'mentally ill user and AI chatbot', 'true crime', 'chatgpt 5', 'chatgpt vs gemini']",true,PT4M44S,en
217,'THIS is NUTS!': OpenAI CEO's admission about ChatGPT raises eyebrows,2025-12-12T07:00:23Z,Fox News,39617,1439,511,,"'Outnumbered' panelists react to OpenAI CEO Sam Altman's admission that he 'cannot imagine' raising his newborn son without help from ChatGPT. #foxnews #tech #ai #samaltman #chatgpt

Don’t just watch Fox News—be part of it. Become a Fox News Patriot today. https://youtube.com/foxnews/join

Subscribe to Fox News: https://bit.ly/2vBUvAS
Watch more Fox News Video: http://video.foxnews.com
Watch Fox News Channel Live: http://www.foxnewsgo.com/
Download the Fox News app: https://foxnews.onelink.me/xLDS/cd5yhg3o

FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre.

Watch full episodes of your favorite shows
The Five: https://www.foxnews.com/video/shows/the-five
Special Report with Bret Baier: https://www.foxnews.com/video/shows/special-report
Jesse Watters Primetime: https://www.foxnews.com/video/shows/jesse-watters-primetime
Hannity: https://www.foxnews.com/video/shows/hannity
The Ingraham Angle: https://www.foxnews.com/video/shows/ingraham-angle
Gutfeld!: https://www.foxnews.com/video/shows/gutfeld
Fox News @ Night: https://www.foxnews.com/video/shows/fox-news-night

Follow Fox News on Facebook: https://www.facebook.com/FoxNews/
Follow Fox News on X: https://x.com/foxnews
Follow Fox News on Instagram: https://www.instagram.com/foxnews/","['AI in family life', 'AI societal impact', 'ChatGPT parenting help', 'FNC', 'Fox', 'Fox News', 'Fox News Channel', 'News', 'OpenAI', 'Outnumbered', 'Sam Altman', 'Silicon Valley culture', 'U.S. tech news', 'ai', 'ai tech', 'altman', 'artificial intelligence', 'artificial intelligence usage', 'big tech influence', 'chatgpt', 'newborn care assistance', 'sam altman gpt', 'tech', 'tech industry leaders', 'technology dependence', 'openai ceo', 'what is chatgpt', 'sam altman interview']",true,PT5M19S,en
218,'FULL OF S—': Rep. Ilhan Omar condemned GOP criticisms of the left after murder of Charlie Kirk #usa,2025-09-12T20:00:23Z,Fox News,173528,1617,2888,,"Rep. Ilhan Omar condemned GOP criticisms of the left after the assassination of Charlie Kirk, calling them “full of s—” while also expressing sympathy for his family. #foxnews #news #us #fox #shorts #usa #new #breaking #viral #politics #charliekirk #short 

Subscribe to Fox News: https://bit.ly/2vBUvAS
Watch more Fox News Video: http://video.foxnews.com
Watch Fox News Channel Live: http://www.foxnewsgo.com/
Download the Fox News app: https://foxnews.onelink.me/xLDS/cd5yhg3o
Become a Fox News Patriot member! www.youtube.com/@FoxNews/join

FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre.

Watch full episodes of your favorite shows
The Five: https://www.foxnews.com/video/shows/the-five
Special Report with Bret Baier: https://www.foxnews.com/video/shows/special-report
Jesse Watters Primetime: https://www.foxnews.com/video/shows/jesse-watters-primetime
Hannity: https://www.foxnews.com/video/shows/hannity
The Ingraham Angle: https://www.foxnews.com/video/shows/ingraham-angle
Gutfeld!: https://www.foxnews.com/video/shows/gutfeld
Fox News @ Night: https://www.foxnews.com/video/shows/fox-news-night

Follow Fox News on Facebook: https://www.facebook.com/FoxNews/
Follow Fox News on X: https://x.com/foxnews
Follow Fox News on Instagram: https://www.instagram.com/foxnews/","['Fox News Channel', 'FNC', 'Fox News', 'News', 'Media', 'shorts', 'usa', 'us', 'media', 'breaking news', 'viral', 'video', 'charlie kirk', 'politics', 'utah']",false,PT37S,en
219,"Musk, Zuckerberg, Altman attend US-Saudi investment forum",2025-05-13T11:30:21Z,Fox News,230256,3464,785,,"The CyberGuy Kurt Knutsson joins 'Fox & Friends' to discuss the U.S.-Saudi investment summit and the debate over regulation as artificial intelligence continues to advance. #foxnews #ai #artificialintelligence #news #elonmusk #us #world #trump #politics #tech #zuckerberg #musk #altman 

Subscribe to Fox News! https://bit.ly/2vBUvAS
Watch more Fox News Video: http://video.foxnews.com
Watch Fox News Channel Live: http://www.foxnewsgo.com/

FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre.

Watch full episodes of your favorite shows
The Five: https://www.foxnews.com/video/shows/the-five
Special Report with Bret Baier: https://www.foxnews.com/video/shows/special-report
Jesse Watters Primetime: https://www.foxnews.com/video/shows/jesse-watters-primetime
Hannity: https://www.foxnews.com/video/shows/hannity
The Ingraham Angle: https://www.foxnews.com/video/shows/ingraham-angle
Gutfeld!: https://www.foxnews.com/video/shows/gutfeld
Fox News @ Night: https://www.foxnews.com/video/shows/fox-news-night

Follow Fox News on Facebook: https://www.facebook.com/FoxNews/
Follow Fox News on Twitter: https://twitter.com/FoxNews/
Follow Fox News on Instagram: https://www.instagram.com/foxnews/","['mark zuckerberg', 'sam altman', 'elon musk', 'ai', 'artificial intelligence', 'fox news media', 'fox news channel', 'fox news network', 'politics', 'world news', 'us saudi arabia investment', 'us saudi arabia economic relationship', 'tech', 'tech news', 'world', 'business', 'us', 'president donald trump']",true,PT6M52S,en
220,AI execs say Trump Stargate project is ‘great’ for all humanity,2025-01-22T00:00:35Z,Fox News,109779,2317,1239,,"OpenAI CEO Sam Altman, Oracle founder Larry Ellison and SoftBank CEO Masayoshi Son comment on President Trump’s Stargate AI investment project on ‘Special Report.’ #foxnews 

Subscribe to Fox News! https://bit.ly/2vBUvAS
Watch more Fox News Video: http://video.foxnews.com
Watch Fox News Channel Live: http://www.foxnewsgo.com/

FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre.

Watch full episodes of your favorite shows
The Five: https://www.foxnews.com/video/shows/the-five
Special Report with Bret Baier: https://www.foxnews.com/video/shows/special-report
Jesse Watters Primetime: https://www.foxnews.com/video/shows/jesse-watters-primetime
Hannity: https://www.foxnews.com/video/shows/hannity
The Ingraham Angle: https://www.foxnews.com/video/shows/ingraham-angle
Gutfeld!: https://www.foxnews.com/video/shows/gutfeld
Fox News @ Night: https://www.foxnews.com/video/shows/fox-news-night

Follow Fox News on Facebook: https://www.facebook.com/FoxNews/
Follow Fox News on Twitter: https://twitter.com/FoxNews/
Follow Fox News on Instagram: https://www.instagram.com/foxnews/","['donald trump', 'donald trump news', 'donald trump stargate', 'fnc', 'fox', 'fox news', 'fox news channel', 'fox news media', 'fox news network', 'fox news youtube', 'larry ellison', 'masayoshi son', 'news', 'openAI', 'oracle', 'political news', 'politics', 'president trump', 'president trump ai', 'sam altman', 'softbank', 'special report', 'stargate', 'trump', 'trump ai', 'trump ai infrastructure', 'trump ai investments', 'trump artificial intelligence', 'trump stargate']",true,PT6M16S,en
